,County,State,Average Rating,Hospitals,Emergency Services,County Beds
29,SAN JUAN,WA,,1.0,,10.0
30,FERRY,WA,,1.0,,
31,GARFIELD,WA,,1.0,,
32,ASOTIN,WA,4.0,1.0,1.0,25.0
33,JEFFERSON,WA,5.0,1.0,1.0,
34,COLUMBIA,WA,,1.0,,
35,MASON,WA,3.0,1.0,1.0,
0,ESSEX,NJ,2.4285714285714284,8.0,0.8571428571428571,2370.0
1,BERGEN,NJ,2.8333333333333335,7.0,1.0,2045.0
2,HUDSON,NJ,1.6666666666666667,7.0,1.0,1066.0
3,MIDDLESEX,NJ,2.2,7.0,1.0,2564.0
4,BURLINGTON,NJ,2.6666666666666665,6.0,0.3333333333333333,723.0
5,MERCER,NJ,2.5,5.0,0.75,1297.0
6,CAMDEN,NJ,3.0,5.0,1.0,2270.0
7,UNION,NJ,2.3333333333333335,5.0,1.0,1113.0
8,OCEAN,NJ,2.5,5.0,1.0,1516.0
9,MONMOUTH,NJ,2.8,5.0,1.0,1878.0
10,MORRIS,NJ,4.333333333333333,4.0,1.0,821.0
11,ATLANTIC,NJ,2.5,3.0,1.0,565.0
12,PASSAIC,NJ,2.0,2.0,1.0,852.0
13,WARREN,NJ,2.5,2.0,1.0,305.0
14,SALEM,NJ,2.0,2.0,1.0,91.0
15,SOMERSET,NJ,3.0,2.0,1.0,335.0
16,CAPE MAY,NJ,3.0,1.0,1.0,242.0
17,CUMBERLAND,NJ,1.0,1.0,1.0,293.0
18,SUSSEX,NJ,4.0,1.0,1.0,148.0
19,HUNTERDON,NJ,4.0,1.0,1.0,176.0
20,GLOUCESTER,NJ,2.0,1.0,1.0,287.0
0,RANKIN,MS,3.0,6.0,1.0,
1,HINDS,MS,2.0,5.0,1.0,1334.0
2,HARRISON,MS,2.3333333333333335,5.0,1.0,
3,LAUDERDALE,MS,2.0,4.0,1.0,615.0
4,DE SOTO,MS,2.5,3.0,0.5,221.0
5,NESHOBA,MS,2.5,3.0,1.0,25.0
6,GREENE,MS,,2.0,,
7,PEARL RIVER,MS,2.0,2.0,1.0,
8,MONROE,MS,3.0,2.0,1.0,
9,LAMAR,MS,2.0,2.0,1.0,
10,LEE,MS,3.0,2.0,1.0,650.0
11,PIKE,MS,1.0,2.0,1.0,37.0
12,SUNFLOWER,MS,2.5,2.0,1.0,
13,SIMPSON,MS,2.0,2.0,1.0,99.0
14,SCOTT,MS,3.5,2.0,1.0,65.0
15,YAZOO,MS,4.0,1.0,1.0,35.0
16,CLAY,MS,3.0,1.0,1.0,60.0
17,GRENADA,MS,3.0,1.0,1.0,
18,HOLMES,MS,,1.0,,
19,COPIAH,MS,,1.0,,
20,JASPER,MS,,1.0,,
21,ATTALA,MS,3.0,1.0,1.0,25.0
22,WALTHALL,MS,,1.0,,
23,GEORGE,MS,3.0,1.0,1.0,
24,CHICKASAW,MS,,1.0,,
25,MADISON,MS,3.0,1.0,1.0,
26,TATE,MS,3.0,1.0,1.0,
27,LEFLORE,MS,2.0,1.0,1.0,
28,WARREN,MS,1.0,1.0,1.0,
29,LAFAYETTE,MS,4.0,1.0,1.0,217.0
30,MARION,MS,3.0,1.0,1.0,
31,JONES,MS,2.0,1.0,1.0,
32,CLARKE,MS,,1.0,,25.0
33,ADAMS,MS,2.0,1.0,1.0,
34,STONE,MS,,1.0,,
35,TALLAHATCHIE,MS,,1.0,,
36,CHOCTAW,MS,,1.0,,
37,WAYNE,MS,3.0,1.0,1.0,
38,WASHINGTON,MS,1.0,1.0,1.0,
39,UNION,MS,5.0,1.0,1.0,153.0
40,WEBSTER,MS,5.0,1.0,1.0,43.0
41,WILKINSON,MS,3.0,1.0,1.0,
42,HANCOCK,MS,4.0,1.0,1.0,
43,COAHOMA,MS,3.0,1.0,1.0,
44,LEAKE,MS,3.0,1.0,1.0,25.0
45,YALOBUSHA,MS,3.0,1.0,0.0,
46,COVINGTON,MS,2.0,1.0,1.0,
47,CLAIBORNE,MS,,1.0,,
48,PANOLA,MS,3.0,1.0,1.0,
49,LOWNDES,MS,3.0,1.0,1.0,328.0
50,ALCORN,MS,2.0,1.0,1.0,
51,SHARKEY,MS,,1.0,,
52,MARSHALL,MS,2.0,1.0,1.0,
53,JEFFERSON,MS,,1.0,,
54,CALHOUN,MS,,1.0,,30.0
55,QUITMAN,MS,,1.0,,
56,LAWRENCE,MS,3.0,1.0,1.0,
57,FRANKLIN,MS,,1.0,,
58,SMITH,MS,,1.0,,
59,NOXUBEE,MS,,1.0,,
60,JACKSON,MS,2.0,1.0,1.0,
61,FORREST,MS,1.0,1.0,1.0,
62,LINCOLN,MS,2.0,1.0,1.0,122.0
63,KEMPER,MS,,1.0,,25.0
64,TISHOMINGO,MS,5.0,1.0,1.0,48.0
65,BOLIVAR,MS,3.0,1.0,1.0,
66,OKTIBBEHA,MS,3.0,1.0,1.0,
67,PRENTISS,MS,4.0,1.0,1.0,114.0
68,JEFFERSON DAVIS,MS,,1.0,,35.0
69,TIPPAH,MS,4.0,1.0,1.0,
70,WINSTON,MS,,1.0,,41.0
71,PONTOTOC,MS,4.0,1.0,1.0,25.0
72,MONTGOMERY,MS,3.0,1.0,1.0,
0,PULASKI,AR,2.4285714285714284,12.0,1.0,2483.0
1,WASHINGTON,AR,2.0,6.0,1.0,269.0
2,BENTON,AR,4.0,3.0,1.0,208.0
3,SEBASTIAN,AR,2.5,3.0,1.0,360.0
4,GARLAND,AR,2.0,3.0,1.0,332.0
5,FAULKNER,AR,2.5,3.0,1.0,261.0
6,DESHA,AR,2.0,2.0,1.0,50.0
7,YELL,AR,2.5,2.0,1.0,41.0
8,SALINE,AR,2.0,2.0,1.0,177.0
9,CRAIGHEAD,AR,1.5,2.0,1.0,570.0
10,CRITTENDEN,AR,,2.0,,
11,CARROLL,AR,3.0,2.0,1.0,25.0
12,BAXTER,AR,2.5,2.0,1.0,293.0
13,LOGAN,AR,,2.0,,41.0
14,ARKANSAS,AR,4.0,2.0,1.0,74.0
15,MISSISSIPPI,AR,3.0,2.0,1.0,
16,JEFFERSON,AR,1.0,1.0,1.0,471.0
17,COLUMBIA,AR,2.0,1.0,1.0,
18,PHILLIPS,AR,2.0,1.0,1.0,
19,MILLER,AR,,1.0,,
20,BRADLEY,AR,4.0,1.0,1.0,35.0
21,POPE,AR,3.0,1.0,1.0,
22,INDEPENDENCE,AR,4.0,1.0,1.0,224.0
23,CLAY,AR,2.0,1.0,1.0,
24,HOWARD,AR,4.0,1.0,1.0,25.0
25,JOHNSON,AR,2.0,1.0,1.0,90.0
26,STONE,AR,4.0,1.0,1.0,25.0
27,CLEBURNE,AR,4.0,1.0,1.0,25.0
28,LAWRENCE,AR,3.0,1.0,1.0,
29,SCOTT,AR,,1.0,,24.0
30,UNION,AR,3.0,1.0,1.0,
31,DREW,AR,3.0,1.0,1.0,49.0
32,CHICOT,AR,3.0,1.0,1.0,25.0
33,RANDOLPH,AR,2.0,1.0,1.0,50.0
34,DALLAS,AR,,1.0,,
35,ST. FRANCIS,AR,3.0,1.0,1.0,
36,CROSS,AR,5.0,1.0,1.0,25.0
37,FRANKLIN,AR,3.0,1.0,1.0,25.0
38,CONWAY,AR,3.0,1.0,1.0,35.0
39,POLK,AR,3.0,1.0,1.0,
40,VAN BUREN,AR,3.0,1.0,1.0,25.0
41,HOT SPRING,AR,4.0,1.0,1.0,72.0
42,GREENE,AR,2.0,1.0,1.0,129.0
43,WHITE,AR,2.0,1.0,1.0,571.0
44,OUACHITA,AR,4.0,1.0,1.0,98.0
45,CLARK,AR,4.0,1.0,1.0,25.0
46,BOONE,AR,2.0,1.0,1.0,174.0
47,LITTLE RIVER,AR,,1.0,,25.0
48,FULTON,AR,4.0,1.0,1.0,
49,CRAWFORD,AR,3.0,1.0,1.0,
50,HEMPSTEAD,AR,3.0,1.0,1.0,
51,ASHLEY,AR,3.0,1.0,1.0,33.0
0,SUFFOLK,MA,3.4444444444444446,15.0,0.8888888888888888,4061.0
1,MIDDLESEX,MA,3.272727272727273,14.0,1.0,1881.0
2,WORCESTER,MA,2.5714285714285716,10.0,1.0,868.0
3,BRISTOL,MA,1.75,8.0,1.0,1112.0
4,ESSEX,MA,2.8,6.0,1.0,1218.0
5,NORFOLK,MA,3.25,6.0,1.0,687.0
6,HAMPDEN,MA,3.2,6.0,1.0,1397.0
7,PLYMOUTH,MA,3.3333333333333335,4.0,1.0,591.0
8,BARNSTABLE,MA,5.0,3.0,1.0,354.0
9,BERKSHIRE,MA,3.5,2.0,1.0,344.0
10,FRANKLIN,MA,3.0,1.0,1.0,92.0
11,NANTUCKET,MA,3.0,1.0,1.0,19.0
12,DUKES,MA,4.0,1.0,1.0,19.0
13,HAMPSHIRE,MA,3.0,1.0,1.0,142.0
0,MARICOPA,AZ,3.1153846153846154,46.0,0.9230769230769231,6732.0
1,PIMA,AZ,2.375,12.0,1.0,2171.0
2,NAVAJO,AZ,4.0,5.0,1.0,114.0
3,PINAL,AZ,3.6666666666666665,4.0,1.0,278.0
4,COCONINO,AZ,4.5,4.0,0.5,395.0
5,MOHAVE,AZ,2.5,4.0,1.0,235.0
6,COCHISE,AZ,2.0,4.0,1.0,148.0
7,APACHE,AZ,3.5,4.0,1.0,50.0
8,GILA,AZ,3.0,3.0,1.0,25.0
9,YAVAPAI,AZ,4.0,3.0,1.0,316.0
10,LAPAZ,AZ,3.0,2.0,1.0,25.0
11,SANTA CRUZ,AZ,,1.0,,25.0
12,GRAHAM,AZ,3.0,1.0,1.0,49.0
13,YUMA,AZ,3.0,1.0,1.0,369.0
0,GREENVILLE,SC,4.166666666666667,9.0,0.8333333333333334,1430.0
1,CHARLESTON,SC,3.3333333333333335,7.0,1.0,657.0
2,HORRY,SC,4.0,5.0,1.0,482.0
3,RICHLAND,SC,3.0,4.0,1.0,1298.0
4,FLORENCE,SC,3.0,3.0,1.0,453.0
5,LEXINGTON,SC,3.5,3.0,1.0,57.0
6,BEAUFORT,SC,2.5,3.0,1.0,
7,LANCASTER,SC,2.0,2.0,1.0,
8,PICKENS,SC,3.5,2.0,1.0,164.0
9,DARLINGTON,SC,3.0,2.0,1.0,72.0
10,ANDERSON,SC,3.0,2.0,1.0,533.0
11,OCONEE,SC,4.0,1.0,1.0,169.0
12,COLLETON,SC,3.0,1.0,1.0,
13,UNION,SC,4.0,1.0,1.0,
14,EDGEFIELD,SC,,1.0,,
15,ALLENDALE,SC,,1.0,,
16,CHEROKEE,SC,3.0,1.0,1.0,125.0
17,LAURENS,SC,4.0,1.0,1.0,76.0
18,CHESTER,SC,2.0,1.0,1.0,
19,CLARENDON,SC,4.0,1.0,1.0,81.0
20,KERSHAW,SC,4.0,1.0,1.0,121.0
21,AIKEN,SC,2.0,1.0,1.0,
22,ORANGEBURG,SC,1.0,1.0,0.0,
23,ABBEVILLE,SC,3.0,1.0,1.0,
24,GEORGETOWN,SC,4.0,1.0,1.0,131.0
25,HAMPTON,SC,3.0,1.0,1.0,32.0
26,SPARTANBURG,SC,2.0,1.0,1.0,
27,CHESTERFIELD,SC,2.0,1.0,1.0,59.0
28,NEWBERRY,SC,4.0,1.0,1.0,
29,MARION,SC,2.0,1.0,1.0,
30,WILLIAMSBURG,SC,,1.0,,25.0
31,JASPER,SC,3.0,1.0,1.0,
32,SUMTER,SC,2.0,1.0,1.0,283.0
33,YORK,SC,2.0,1.0,1.0,
34,GREENWOOD,SC,3.0,1.0,1.0,
35,DILLON,SC,4.0,1.0,1.0,92.0
0,MULTNOMAH,OR,4.166666666666667,7.0,1.0,2022.0
1,WASHINGTON,OR,4.25,5.0,1.0,1010.0
2,LANE,OR,3.8,5.0,1.0,483.0
3,MARION,OR,3.3333333333333335,4.0,1.0,522.0
4,COOS,OR,3.5,3.0,1.0,
5,CLACKAMAS,OR,4.0,3.0,0.6666666666666666,549.0
6,JACKSON,OR,4.666666666666667,3.0,1.0,595.0
7,DESCHUTES,OR,3.5,2.0,1.0,279.0
8,CLATSOP,OR,3.5,2.0,1.0,83.0
9,UMATILLA,OR,3.5,2.0,1.0,98.0
10,DOUGLAS,OR,3.0,2.0,1.0,174.0
11,LINN,OR,4.5,2.0,1.0,128.0
12,LINCOLN,OR,3.5,2.0,1.0,63.0
13,YAMHILL,OR,4.0,2.0,1.0,40.0
14,BENTON,OR,4.0,1.0,1.0,188.0
15,TILLAMOOK,OR,4.0,1.0,1.0,49.0
16,HOOD RIVER,OR,4.0,1.0,1.0,32.0
17,CURRY,OR,3.0,1.0,1.0,
18,UNION,OR,3.0,1.0,1.0,49.0
19,WALLOWA,OR,5.0,1.0,1.0,
20,KLAMATH,OR,3.0,1.0,1.0,176.0
21,MALHEUR,OR,5.0,1.0,1.0,49.0
22,LAKE,OR,,1.0,,
23,WASCO,OR,4.0,1.0,1.0,49.0
24,HARNEY,OR,,1.0,,
25,MORROW,OR,,1.0,,
26,JOSEPHINE,OR,5.0,1.0,1.0,150.0
27,JEFFERSON,OR,3.0,1.0,1.0,36.0
28,CROOK,OR,4.0,1.0,1.0,35.0
29,GRANT,OR,,1.0,,
30,POLK,OR,,1.0,,25.0
31,BAKER,OR,4.0,1.0,1.0,36.0
0,DENVER,CO,3.8,7.0,1.0,2081.0
1,BOULDER,CO,3.5,6.0,1.0,697.0
2,EL PASO,CO,4.5,6.0,1.0,1105.0
3,LARIMER,CO,4.333333333333333,5.0,1.0,554.0
4,ARAPAHOE,CO,4.0,4.0,1.0,945.0
5,MESA,CO,4.0,4.0,1.0,434.0
6,ADAMS,CO,3.6666666666666665,4.0,1.0,669.0
7,JEFFERSON,CO,3.5,4.0,1.0,1005.0
8,DOUGLAS,CO,4.666666666666667,4.0,1.0,340.0
9,PUEBLO,CO,3.0,3.0,1.0,758.0
10,PHILLIPS,CO,,2.0,,
11,WELD,CO,4.0,2.0,1.0,378.0
12,GARFIELD,CO,4.0,2.0,1.0,78.0
13,MORGAN,CO,3.0,2.0,1.0,25.0
14,LA PLATA,CO,5.0,2.0,1.0,82.0
15,RIO BLANCO,CO,,2.0,,
16,YUMA,CO,,2.0,,
17,LOGAN,CO,3.0,1.0,1.0,36.0
18,PITKIN,CO,,1.0,,
19,LAKE,CO,,1.0,,
20,MONTEZUMA,CO,4.0,1.0,1.0,25.0
21,SUMMIT,CO,,1.0,,35.0
22,EAGLE,CO,4.0,1.0,1.0,58.0
23,CONEJOS,CO,,1.0,,17.0
24,BACA,CO,,1.0,,
25,HUERFANO,CO,4.0,1.0,1.0,
26,ALAMOSA,CO,4.0,1.0,1.0,59.0
27,MONTROSE,CO,5.0,1.0,1.0,75.0
28,ROUTT,CO,4.0,1.0,1.0,39.0
29,FREMONT,CO,,1.0,,
30,RIO GRANDE,CO,5.0,1.0,1.0,17.0
31,ARCHULETA,CO,,1.0,,
32,PROWERS,CO,4.0,1.0,1.0,
33,KIOWA,CO,,1.0,,
34,MOFFAT,CO,3.0,1.0,1.0,
35,GUNNISON,CO,,1.0,,
36,DELTA,CO,4.0,1.0,1.0,
37,GRAND,CO,,1.0,,
38,OTERO,CO,2.0,1.0,1.0,
39,CHAFFEE,CO,4.0,1.0,1.0,
40,SEDGWICK,CO,,1.0,,
41,CHEYENNE,CO,,1.0,,
42,KIT CARSON,CO,,1.0,,
43,BROOMFIELD,CO,4.0,1.0,1.0,196.0
44,TELLER,CO,,1.0,,
45,LAS ANIMAS,CO,5.0,1.0,1.0,25.0
46,LINCOLN,CO,,1.0,,
0,DOUGLAS,NE,4.0,11.0,1.0,2232.0
1,LANCASTER,NE,4.0,5.0,0.6666666666666666,958.0
2,HOLT,NE,3.0,3.0,1.0,43.0
3,DAWSON,NE,3.5,3.0,1.0,
4,PLATTE,NE,4.0,2.0,1.0,47.0
5,CUSTER,NE,3.0,2.0,1.0,23.0
6,SARPY,NE,4.5,2.0,1.0,222.0
7,OTOE,NE,3.0,2.0,1.0,18.0
8,PIERCE,NE,,2.0,,44.0
9,BUFFALO,NE,3.0,2.0,1.0,165.0
10,YORK,NE,3.0,2.0,1.0,38.0
11,SALINE,NE,,2.0,,25.0
12,BUTLER,NE,4.0,1.0,1.0,
13,WAYNE,NE,4.0,1.0,1.0,25.0
14,SHERIDAN,NE,,1.0,,
15,THURSTON,NE,4.0,1.0,1.0,
16,JOHNSON,NE,,1.0,,
17,SAUNDERS,NE,,1.0,,
18,HALL,NE,2.0,1.0,1.0,130.0
19,BOYD,NE,,1.0,,20.0
20,KEARNEY,NE,,1.0,,
21,BOX BUTTE,NE,4.0,1.0,1.0,
22,WASHINGTON,NE,,1.0,,25.0
23,GARDEN,NE,,1.0,,10.0
24,ADAMS,NE,4.0,1.0,1.0,163.0
25,DODGE,NE,4.0,1.0,1.0,
26,HOWARD,NE,4.0,1.0,1.0,
27,BOONE,NE,5.0,1.0,1.0,
28,PERKINS,NE,4.0,1.0,1.0,
29,KNOX,NE,,1.0,,23.0
30,KIMBALL,NE,,1.0,,
31,HAMILTON,NE,3.0,1.0,1.0,14.0
32,CHASE,NE,,1.0,,
33,RICHARDSON,NE,4.0,1.0,1.0,24.0
34,BURT,NE,,1.0,,18.0
35,ANTELOPE,NE,,1.0,,25.0
36,SEWARD,NE,3.0,1.0,1.0,25.0
37,FILLMORE,NE,4.0,1.0,1.0,
38,DUNDY,NE,,1.0,,
39,MORRILL,NE,,1.0,,
40,COLFAX,NE,,1.0,,25.0
41,CUMING,NE,4.0,1.0,1.0,25.0
42,FURNAS,NE,,1.0,,25.0
43,SCOTT BLUFF,NE,1.0,1.0,1.0,166.0
44,NUCKOLLS,NE,5.0,1.0,1.0,25.0
45,CHERRY,NE,3.0,1.0,1.0,
46,WEBSTER,NE,,1.0,,
47,VALLEY,NE,3.0,1.0,1.0,
48,POLK,NE,,1.0,,
49,CHEYENNE,NE,3.0,1.0,1.0,25.0
50,GAGE,NE,4.0,1.0,1.0,25.0
51,MADISON,NE,3.0,1.0,1.0,133.0
52,PHELPS,NE,5.0,1.0,1.0,25.0
53,JEFFERSON,NE,4.0,1.0,1.0,17.0
54,PAWNEE,NE,,1.0,,
55,RED WILLOW,NE,2.0,1.0,1.0,25.0
56,DAWES,NE,4.0,1.0,1.0,25.0
57,MERRICK,NE,,1.0,,20.0
58,NEMAHA,NE,,1.0,,
59,BROWN,NE,,1.0,,
60,LINCOLN,NE,3.0,1.0,1.0,116.0
61,FRANKLIN,NE,,1.0,,
62,KEITH,NE,,1.0,,18.0
63,HARLAN,NE,,1.0,,
64,THAYER,NE,4.0,1.0,1.0,
0,BALTIMORE CITY,MD,3.0,14.0,0.9090909090909091,5003.0
1,BALTIMORE,MD,3.5,7.0,1.0,1295.0
2,MONTGOMERY,MD,3.3333333333333335,7.0,1.0,1482.0
3,PRINCE GEORGES,MD,1.8,5.0,1.0,769.0
4,HARFORD,MD,3.5,2.0,1.0,320.0
5,ANNE ARUNDEL,MD,3.5,2.0,1.0,699.0
6,CARROLL,MD,2.0,2.0,1.0,158.0
7,WASHINGTON,MD,3.0,2.0,1.0,271.0
8,ALLEGANY,MD,2.0,2.0,1.0,240.0
9,CHARLES,MD,2.0,1.0,1.0,131.0
10,HOWARD,MD,4.0,1.0,1.0,233.0
11,CALVERT,MD,4.0,1.0,1.0,157.0
12,FREDERICK,MD,2.0,1.0,1.0,248.0
13,WICOMICO,MD,5.0,1.0,1.0,400.0
14,CECIL,MD,2.0,1.0,0.0,166.0
15,WORCESTER,MD,4.0,1.0,1.0,48.0
16,SOMERSET,MD,,1.0,,8.0
17,ST. MARYS,MD,3.0,1.0,1.0,107.0
18,TALBOT,MD,4.0,1.0,1.0,189.0
19,KENT,MD,4.0,1.0,1.0,64.0
20,GARRETT,MD,5.0,1.0,1.0,
21,DORCHESTER,MD,,1.0,,
0,KANAWHA,WV,2.3333333333333335,5.0,1.0,1329.0
1,CABELL,WV,3.0,4.0,1.0,762.0
2,MERCER,WV,2.0,2.0,1.0,
3,FAYETTE,WV,4.0,2.0,1.0,69.0
4,OHIO,WV,1.5,2.0,1.0,730.0
5,HARRISON,WV,4.0,2.0,1.0,375.0
6,RALEIGH,WV,2.0,2.0,1.0,173.0
7,MONONGALIA,WV,3.0,2.0,1.0,720.0
8,BERKELEY,WV,4.0,1.0,1.0,241.0
9,LEWIS,WV,3.0,1.0,1.0,70.0
10,NICHOLAS,WV,,1.0,,
11,POCAHONTAS,WV,,1.0,,
12,JACKSON,WV,4.0,1.0,1.0,25.0
13,MORGAN,WV,5.0,1.0,1.0,25.0
14,GREENBRIER,WV,4.0,1.0,1.0,
15,CALHOUN,WV,3.0,1.0,1.0,43.0
16,HANCOCK,WV,4.0,1.0,1.0,238.0
17,MINGO,WV,3.0,1.0,1.0,
18,RANDOLPH,WV,4.0,1.0,1.0,90.0
19,HAMPSHIRE,WV,3.0,1.0,1.0,44.0
20,WOOD,WV,2.0,1.0,1.0,343.0
21,MARION,WV,2.0,1.0,1.0,252.0
22,BOONE,WV,4.0,1.0,1.0,25.0
23,JEFFERSON,WV,4.0,1.0,1.0,25.0
24,TAYLOR,WV,,1.0,,102.0
25,GRANT,WV,3.0,1.0,1.0,45.0
26,BARBOUR,WV,,1.0,,72.0
27,WEBSTER,WV,,1.0,,15.0
28,UPSHUR,WV,3.0,1.0,1.0,51.0
29,SUMMERS,WV,,1.0,,25.0
30,TYLER,WV,,1.0,,
31,MARSHALL,WV,2.0,1.0,1.0,127.0
32,BRAXTON,WV,,1.0,,25.0
33,MC DOWELL,WV,4.0,1.0,1.0,
34,WETZEL,WV,4.0,1.0,1.0,
35,MASON,WV,3.0,1.0,1.0,201.0
36,ROANE,WV,3.0,1.0,1.0,60.0
37,LOGAN,WV,3.0,1.0,1.0,
38,PRESTON,WV,5.0,1.0,1.0,25.0
39,MINERAL,WV,5.0,1.0,1.0,25.0
0,SALT LAKE,UT,4.0,15.0,1.0,1228.0
1,UTAH,UT,4.25,7.0,1.0,491.0
2,DAVIS,UT,3.5,3.0,1.0,
3,SANPETE,UT,4.0,2.0,1.0,18.0
4,BEAVER,UT,,2.0,,
5,BOX ELDER,UT,4.0,2.0,1.0,16.0
6,SAN JUAN,UT,,2.0,,11.0
7,CACHE,UT,5.0,2.0,1.0,148.0
8,MILLARD,UT,,2.0,,37.0
9,WEBER,UT,3.5,2.0,1.0,321.0
10,TOOELE,UT,4.0,1.0,1.0,
11,GARFIELD,UT,4.0,1.0,1.0,
12,WASHINGTON,UT,5.0,1.0,1.0,245.0
13,KANE,UT,,1.0,,
14,UINTAH,UT,4.0,1.0,1.0,
15,IRON,UT,5.0,1.0,1.0,48.0
16,DUCHESNE,UT,3.0,1.0,1.0,49.0
17,WASATCH,UT,4.0,1.0,1.0,19.0
18,JUAB,UT,4.0,1.0,1.0,25.0
19,CARBON,UT,3.0,1.0,1.0,
20,GRAND,UT,,1.0,,17.0
21,SUMMIT,UT,4.0,1.0,1.0,30.0
22,SEVIER,UT,5.0,1.0,1.0,42.0
0,PENOBSCOT,ME,3.25,6.0,1.0,573.0
1,CUMBERLAND,ME,3.75,5.0,1.0,953.0
2,AROOSTOOK,ME,3.5,4.0,1.0,163.0
3,HANCOCK,ME,4.333333333333333,3.0,1.0,114.0
4,SOMERSET,ME,4.0,2.0,1.0,50.0
5,YORK,ME,4.0,2.0,1.0,229.0
6,PISCATAQUIS,ME,4.0,2.0,1.0,25.0
7,KENNEBEC,ME,4.0,2.0,1.0,335.0
8,ANDROSCOGGIN,ME,2.5,2.0,1.0,483.0
9,OXFORD,ME,4.0,2.0,1.0,50.0
10,WASHINGTON,ME,3.5,2.0,1.0,50.0
11,LINCOLN,ME,4.0,1.0,1.0,25.0
12,KNOX,ME,4.0,1.0,1.0,109.0
13,FRANKLIN,ME,4.0,1.0,1.0,70.0
14,WALDO,ME,4.0,1.0,1.0,25.0
0,BERNALILLO,NM,3.0,7.0,1.0,623.0
1,MCKINLEY,NM,2.0,4.0,1.0,69.0
2,DONA ANA,NM,1.5,4.0,1.0,
3,SANTA FE,NM,5.0,3.0,1.0,248.0
4,LEA,NM,4.0,2.0,1.0,
5,CHAVES,NM,3.0,2.0,1.0,
6,OTERO,NM,3.0,2.0,1.0,94.0
7,SAN JUAN,NM,2.5,2.0,1.0,240.0
8,CIBOLA,NM,4.0,2.0,1.0,25.0
9,EDDY,NM,2.5,2.0,0.5,49.0
10,LOS ALAMOS,NM,3.0,1.0,1.0,
11,CURRY,NM,3.0,1.0,1.0,106.0
12,UNION,NM,,1.0,,25.0
13,LUNA,NM,2.0,1.0,1.0,
14,SAN MIGUEL,NM,3.0,1.0,1.0,
15,RIO ARRIBA,NM,4.0,1.0,1.0,80.0
16,SIERRA,NM,,1.0,,
17,SANDOVAL,NM,4.0,1.0,1.0,
18,TAOS,NM,4.0,1.0,1.0,
19,SOCORRO,NM,,1.0,,24.0
20,GRANT,NM,4.0,1.0,1.0,
21,LINCOLN,NM,5.0,1.0,1.0,25.0
22,QUAY,NM,,1.0,,25.0
23,GUADALUPE,NM,,1.0,,
24,ROOSEVELT,NM,3.0,1.0,1.0,
25,COLFAX,NM,3.0,1.0,1.0,
0,NEW HAVEN,CT,3.142857142857143,9.0,0.8571428571428571,2131.0
1,FAIRFIELD,CT,2.6666666666666665,8.0,1.0,1976.0
2,HARTFORD,CT,2.8333333333333335,8.0,1.0,2323.0
3,MIDDLESEX,CT,3.0,3.0,1.0,275.0
4,TOLLAND,CT,2.5,3.0,1.0,194.0
5,WINDHAM,CT,3.5,2.0,1.0,234.0
6,LITCHFIELD,CT,3.0,2.0,1.0,109.0
7,NEW LONDON,CT,3.5,2.0,1.0,493.0
0,ADA,ID,4.5,5.0,1.0,909.0
1,CANYON,ID,4.0,3.0,1.0,152.0
2,BINGHAM,ID,2.0,3.0,1.0,25.0
3,BONNEVILLE,ID,4.5,2.0,0.5,
4,VALLEY,ID,4.0,2.0,1.0,15.0
5,KOOTENAI,ID,4.0,2.0,1.0,
6,IDAHO,ID,3.0,2.0,1.0,25.0
7,ELMORE,ID,3.0,1.0,1.0,25.0
8,SHOSHONE,ID,4.0,1.0,1.0,
9,LEMHI,ID,,1.0,,
10,CARIBOU,ID,,1.0,,
11,TWIN FALLS,ID,5.0,1.0,1.0,226.0
12,TETON,ID,,1.0,,13.0
13,BANNOCK,ID,5.0,1.0,1.0,
14,BLAINE,ID,5.0,1.0,1.0,25.0
15,GOODING,ID,5.0,1.0,0.0,18.0
16,MINIDOKA,ID,4.0,1.0,1.0,
17,JEROME,ID,,1.0,,25.0
18,BUTTE,ID,,1.0,,
19,BEAR LAKE,ID,,1.0,,
20,BENEWAH,ID,4.0,1.0,1.0,
21,CLEARWATER,ID,3.0,1.0,1.0,23.0
22,NEZ PERCE,ID,2.0,1.0,1.0,145.0
23,GEM,ID,,1.0,,16.0
24,BOUNDARY,ID,,1.0,,
25,LATAH,ID,4.0,1.0,1.0,25.0
26,POWER,ID,,1.0,,
27,BONNER,ID,4.0,1.0,1.0,48.0
28,CASSIA,ID,3.0,1.0,1.0,25.0
29,WASHINGTON,ID,4.0,1.0,1.0,
30,FRANKLIN,ID,4.0,1.0,1.0,
31,ONEIDA,ID,,1.0,,
32,MADISON,ID,4.0,1.0,1.0,
0,GRAFTON,NH,3.8,5.0,1.0,496.0
1,HILLSBOROUGH,NH,3.0,5.0,1.0,1047.0
2,MERRIMACK,NH,3.6666666666666665,4.0,1.0,345.0
3,ROCKINGHAM,NH,3.3333333333333335,4.0,1.0,100.0
4,COOS,NH,3.6666666666666665,3.0,1.0,66.0
5,STRAFFORD,NH,4.0,2.0,1.0,300.0
6,CARROLL,NH,3.5,2.0,1.0,50.0
7,BELKNAP,NH,3.0,1.0,1.0,143.0
8,SULLIVAN,NH,4.0,1.0,1.0,25.0
9,CHESHIRE,NH,3.0,1.0,1.0,169.0
0,FLATHEAD,MT,4.333333333333333,3.0,0.6666666666666666,213.0
